kmeans_cluster,customer_count,avg_recency_days,avg_frequency,avg_monetary,avg_fraud_transaction_rate,customer_share
0,16110,221.97548106765984,7.317008069522036,2870.221097454997,0.04194661661087338,0.6460020851712246
1,8828,525.47020842773,3.638763026733122,1275.5015790666062,0.04277110708352212,0.35399791482877535
